Overledene-Voornaam,Aantal
Aneke,2
Aneken,2
Anemagrieta,1
Anemarie,2
Anemi,1
Anemie,4
Anemieke,2
Anemike,1
Anene,1
Anesota,1
Aneth,1
Anetta,1
Anette,2
Anezia,1
Anezota,2
Anfries,1
Angalina,1
Anganiet,1
Anganieta,2
Anganita,5
Ange,6
Angeenees,2
Angel,1
Angela,991
AngŽla,1
Angela(Engel),1
Angelan,1
Angelberta,3
Angele,5
AngŽle,3
Angle,3
Angelea,1
Angeleka,1
Angelena,1
Angeli,3
Angelia,5
Angelica,65
Angelie,10
Angelieca,2
Angeliena,2
Angelies,4
Angelika,1
Angelina,542
AngŽlina,1
Angeline,21
AngŽline,1
Angelinus,5
Angelique,32
AngŽlique,1
Angelita,1
Angella,3
Angelo,5
Angelus,82
Angenaes,1
Angenees,102
Angeneese,1
Angeneesje,1
Angeneeske,7
Angeneesken,2
Angeneess,1
Angeneesse,1
Angeneet,13
Angeneetia,1
Angenes,18
Angenesa,2
Angenesia,1
Angeneske,1
Angenesken,1
Angeneta,7
Angenetha,1
Angenetta,2
Angenez,1
Angenie,1
Angenies,6
Angenieske,2
Angeniesken,2
Angeniet,23
Angenieta,18
Angenietge,1
Angenietie,3
Angenietje,10
Angenietta,3
Angenietus,1
Angenijeta,1
Angenijs,1
Angenis,33
Angenisius,2
Angenist,1
Angenita,64
Angenitie,1
Angenitta,1
Angenus,1
Anger,1
Angerus,1
Angestinus,1
Anghela,1
Anghnietje,1
Angla,38
Anglia,9
Anglian,1
Anglina,14
Anglus,1
Angnees,5
Angneesken,1
Angnes,9
Angnez,1
Angniet,2
Angnieta,1
Angnis,2
Angnita,1
Angnitien,1
Angula,4
Angus,1
Anica,1
Anicius,1
Anie,1
Anielina,1
Anijie,1
Anijsius,2
Anita,14
Anja,2
Anje,7
Ank,1
Anke,35
Ankelina,1
Anken,14
Anmarij,1
Anmi,1
Anmie,6
Ann,9
Anna,117912
Anna(?),1
Anna?,1
Annaatje,2
Annacatarijna,1
Annacatharina,2
Anna-Catharina,2
Annachina,1
Annacken,1
Annae,1
Anna-Elisabeth,1
Annaga,1
Anna-Gertruij,1
Annagien,1
Annagonde,1
Annagriet,2
Annaka,1
Annake,5
Annakee,1
Annaken,14
Annalies,1
Annaliesa,1
Annalijn,1
Annalise,2
Annam,59
Anna-Magriet,1
Annamagrita,1
Annamari,4
Annamaria,282
Anna-Maria,37
Anna-Maria-Catharina,1
Annamarie,24
Annamaries,1
Annamarij,4
Annamarija,1
Annamarja,1
Annamary,1
Annami,5
Annamie,33
Annamij,2
Annandus,1
Annaneas,1
Annaneesken,3
Annanias,1
Annanis,1
Annarie,1
Annas,4
Annastasia,1
Annastatia,3
AnnaTheresia,1
Annatje,2
Annatrien,1
Annchen,1
Anne,1310
AnnŽ,2
Annechie,1
Annechien,8
Annechiena,2
Annechin,1
Annechinus,1
Annecken,4
Anneeske,1
Anneggie,1
Annegi,1
Annegie,2
Annegien,3
Annegina,1
Annegje,1
Annego,3
Annegom,1
Annek,2
Anneka,1
Anneke,2468
Anneken,2213
Anneken:corstiaansz,1
Annekenen,1
Annekke,2
Anneleijsebet,1
Annelia,1
Annelie,1
Annelien,1
Annelies,1
Anneliese,1
Anneliesje,1
Annelise,1
Annelken,1
Annelore,2
Annemagriet,3
Annemarensken,1
Annemari,15
Annemaria,75
Annemarie,124
Anne-Marie,1
Annemarie?,1
Annemariea,4
Annemarij,6
Annemarija,1
Anne-Mary,1
Annemi,72
Annemia,4
Annemie,835
Annemie?,1
Annemie-Jic,1
Annemie-Johhanna,1
Annemiek,2
Annemieke,45
Annemieken,3
Annemiet,1
Annemij,7
Annemije,1
Annemijk,1
Annemijke,7
Annemijn,1
Annemike,14
Annemikke,1
Annemy,1
Annen,3
Annenij,1
Annes,4
Annestatia,2
Annet,11
Annete,1
Anneten,1
Annetgen,1
Annetie,4
Annetijn,1
Annetje,25
Annetjen,2
Annetta,42
Annette,45
Anney,1
Annezia,1
Annichie,1
Annichjen,1
Annicke,1
Annicken,1
Annie,38
Annietie,1
Annighie,1
Annighien,1
Annigje,55
Annij,26
Annika,1
Annike,1
Annita,1
Anniy,1
Annken,3
Annkene,1
Annna,2
Anno,4
Annonciata,1
Anns,2
Annsa,1
Anntonij,1
Anntonius,1
Anny,14
Anoinetta,1
Anolda,1
Anoldus,4
Anolers,1
Anonet,1
Anonetta,1
Anoni,2
Anonia,1
Anonie,1
Anonij,2
Anonius,2
Anotnius,1
Anqelie,1
Anrie,1
Anrietta,2
Anroldus,1
Ans,2
Ansdreas,1
Anse,2
Ansel,2
Anselina,1
Anseline,1
Anselm,1
Anselma,7
Anselme,4
Anselmees,1
Anselmeus,1
Anselmina,1
Anselmus,530
Anselsnus,1
Ansem,78
Ansemijna,1
Ansemina,1
Ansen,1
Ansenia,1
Anshelmus,1
Ansia,1
Ansielmus,1
Ansje,1
Ansjel,1
Anske,3
Ansko,2
Ansom,2
Anssem,1
Ansulmus,1
Ansum,5
Ansumijn,1
Ansums,1
Ant,34
Ant6onie,1
Antacius,1
Antanas,1
Antanetta,1
Antefridus,3
Antenet,57
Anteneta,8
Antenete,1
Anteneth,2
Antenetie,1
Antenetje,1
Antenetta,18
Antenette,7
Antenetteken,1
Antenijntie,1
Anternet,12
Anternetta,1
Anteunes,1
Anteunis,1
Anth,7
Antheunis,4
Antheunus,1
Anthinus,1
Anthnius,1
Anthoi,1
Anthoij,2
Anthoine,20
Anthoinetta,7
Anthoinette,11
Anthoius,1
Anthomis,1
Anthon,22
Anthona,3
Anthone,1
Anthonea,2
Anthoneke,1
Anthonella,1
Anthones,2
Anthonet,222
Anthoneta,21
Anthoneth,45
Anthonetha,18
Anthonetje,2
Anthonetta,578
Anthonette,44
Anthonettha,12
Anthoni,468
Anthonia,2094
Anthonida,1
Anthonie,703
Anthoniea,6
Anthonieth,3
Anthonieus,1
Anthonii,8
Anthoniie,1
Anthoniij,1
Anthonij,1359
Anthonija,21
Anthonije,1
Anthonijnken,2
Anthonijs,4
Anthonijus,1
Anthoniken,1
Anthonina,4
Anthoninus,1
Anthoniola,4
Anthonis,220
Anthoniske,2
Anthonisken,9
Anthonius,5011
Anthonius?,1
Anthonus,16
Anthony,301
Anthonye,1
Anthoon,66
Anthoonij,3
Anthoonius,1
Anthoontje,1
Anthuenis,1
Anthunis,9
Antia,1
Antiana,1
Antie,9
Antien,1
Antigonus,1
Antije,1
Antina,1
Antinet,1
Antinetta,1
Antinia,2
Antinius,5
Antinus,1
Antionius,5
Antionus,1
Antis,1
Antja,1
Antje,593
Antjen,1
Antjenette,1
Antnetta,1
Anto,1
Antoa,1
Antoen,4
Antoetta,1
Antoin,84
Antoina,1
Antoine,694
Antoinet,12
Antoineta,1
Antoinetee,1
Antoinetha,1
Antoinetta,627
Antoinette,566
Antoinettea,1
Antoinia,1
Antoinij,1
Antoinius,1
Antoinne,1
Antoinnete,1
Antoinnetta,1
Antoinnette,2
Antoius,2
Antomia,1
Antomius,2
Antomus,1
Anton,258
Antona,58
Antonae,1
Antonasius,1
Antonatta,1
Antone,6
Antonea,4
Antoneas,1
Antoneeta,1
Antonehta,1
Antoneij,5
Antonella,10
Antonelle,1
Antones,1
Antonet,1617
Antoneta,161
Antonete,1
Antoneth,87
Antonetha,145
Antonetje,3
Antonett,1
Antonetta,10975
Antonette,197
Antonettha,43
Antonetto,1
Antonetts,1
Antonhius,1
Antoni,1201
Antonia,28454
Antonia(Netje),1
Antoniam,1
Antonie,9050
Antoniea,3
Antoni‘lla,1
Antoniemu,1
Antonies,3
Antoniese,1
Antoniete,1
Antonietie,1
Antonietta,2
Antonieus,5
Antonii,186
Antoniius,5
Antonij,3527
Antonij?,1
Antonija,14
Antonije,3
Antonij-Marte,1
Antonijn,1
Antonijs,5
Antonijus,2
Antonikus,1
Antonina,19
Antonine,3
Antonini,1
Antonint,1
Antoninus,1
Antonio,8
Antonir,1
Antonis,187
Antonise,1
Antoniske,3
Antonisken,4
Antonisse,2
Antonisu,1
Antonitta,7
Antoniua,2
Antoniud,1
Antoniuis,1
Antonium,13
Antonius,58353
Antoniœs,1
Antonius?,2
Antoniusa,1
Antoniusc,1
Antoniusd,1
Antoniuszn,1
Antonkius,1
Antonmetta,1
Antonnet,1
Antonneta,2
Antonnetta,14
Antonnette,3
Antonni,1
Antonnia,1
Antonnij,1
Antonnis,3
Antonnus,1
Antonrtta,1
Antontta,1
AntonŸ,1
Antonuis,5
Antonus,14
Antony,592
Antonya,2
Antonye,5
Antonyus,1
Antoon,4071
Antoona,2
Antoonetta,2
Antooni,20
Antoonia,7
Antoonie,9
Antoonies,1
Antoonij,8
Antoonis,1
Antoonius,10
AntoonJohannes,1
Antopnius,1
Antronius,1
Anttonedt,1
Anttoneta,1
Anttonetta,2
Anttonius,2
Antus,1
Anxt,3
Anxtius,2
Anzalina,1
Anzelmus,2
Anzem,1
Aontonij,1
Aoustin,1
Apallina,1
Apallonia,2
Apalonia,1
Apellonia,4
Apelonia,2
Apelonus,2
Aphien,1
Aphine,1
Apholonia,1
Aphonsus,1
Aplona,2
Aplonia,66
Aplonius,2
Apolina,8
Apoline,1
Apolinia,1
Apollina,2
Apollinaris,2
Apollinarus,1
Apolline,1
Apollinia,1
Apollonia,230
Apollonie,1
Apollonius,6
Apollus,1
Apolona,1
Apoloni,1
Apolonia,281
Apolonie,1
Apolonius,3
Apolonus,3
Appellonia,2
Appellonie,1
Appelonia,5
Apphonsus,1
Appilonia,1
Applonia,5
Appoline,1
Appolinia,1
Appollania,2
Appollinaris,1
Appollonia,29
Appollonius,1
Appolonia,55
Appolonius,2
AQdrian,1
AQlberta,1
Aquina,1
Ar,1
Araanten,1
Araantie,1
Araantje,1
Araeien,1
Araentjen,1
Aragina,1
Arand,1
Aranka,1
Arbert,1
Arbertus,1
Arboldus,1
Arca,2
Arcadius,1
Archangelus,1
Archenardis,1
Archibald,2
Archibalt,1
Arckanardis,1
Ard,1
Arda,4
Ardanus,4
Ardena,1
Ardiaan,2
Ardiana,3
Ardianus,1
Ardien,111
Ardiena,172
Ardienas,1
Ardiene,1
Ardienne,2
Ardiennolda,1
Ardientje,3
Ardiina,1
Ardijn,27
Ardijna,7
Ardijneke,1
Ardijntije,1
Ardina,3547
Ardinae,1
Ardine,28
Ardineken,2
Ardinna,6
Ardinne,1
Ardinus,5
Ardje,1
Ardnolda,1
Ardnoldus,1
Ardnout,1
Ardolphus,2
Ardriaan,2
Ardriana,5
Ardriani,1
Ardrianus,2
Ardt,37
Ardumoldus,1
Ardyn,4
Ardyna,1
Are,1
Areaen,1
Areaentje,1
Areiaen,1
Areij,1
Areijaan,1
Areijaantje,1
Areijaen,5
Areijaenken,2
Areijaentjen,1
Areke,39
Aren,8
Arend,219
Arendeijntje,1
Arendien,1
Arendiena,1
Arendienis,1
Arendijn,1
Arendijne,1
Arendina,50
Arendje,30
Arendt,6
Arendyna,1
Arene,1
Arennout,1
Arenoud,2
Arenout,8
Arens,1
Arent,99
Arente,1
Arentie,2
Arentien,2
Arentije,1
Arentina,1
Arentje,21
Ares,1
Arestina,1
Aret,11
Argidius,1
Argonis,1
Arhur,1
Ari,59
Aria,54
Ariaaen,1
Ariaam,1
Ariaan,466
Ariaana,1
Ariaanje,1
Ariaante,1
Ariaantge,2
Ariaantgen,4
Ariaantie,78
Ariaantien,11
Ariaantije,2
Ariaantje,534
Ariaantjen,34
Ariaantken,1
Ariaate,1
Ariaatje,1
Ariae--,1
Ariaen,711
Ariaen(den,1
Ariaeneke,1
Ariaengen,1
Ariaenie,1
Ariaenje,3
Ariaenke,1
Ariaenken,24
Ariaens,1
Ariaenske,1
Ariaente,4
Ariaenten,9
Ariaentge,9
Ariaentgen,53
Ariaentghen,2
Ariaentgie,1
Ariaenthken,2
Ariaentie,61
Ariaentien,62
Ariaentije,10
Ariaentijen,1
Ariaentje,332
Ariaentjen,65
Ariaentken,7
Arian,24
Ariana,59
Ariane,2
Ariani,1
Arianis,1
Arianje,1
Arianken,9
Ariante,1
Ariantie,11
Ariantij,1
Ariantje,27
Ariantjen,3
Ariantjih,1
Arianus,43
Aricana,1
Aricia,2
Aricke,2
Arida,21
Aridina,3
Arie,3783
AriŽ,1
Ari‘,3
Arie?,1
Ariea,1
Arieaan,3
Arieaantje,9
Arieaen,2
Arieaentje,1
Arieca,1
Arieda,1
Ariedina,12
Arieen,1
Arieentije,1
Arieiante,1
Ariejaantje,1
Ariejaantjen,2
Ariejaentjen,1
Arieje,11
Arieka,1
Arieke,10
Arieken,1
Arien,1085
Arin,1
Ari‘n,31
Arien?,1
Ariena,8
Arienius,1
Arienken,1
Arienne,3
Ariens,3
Ariensje,1
Arienske,1
Arientgen,1
Arientien,1
Arientje,1
Aries,2
Arieta,1
Ariette,1
Arif,1
Arigje,11
Ariijaen,2
Arij,798
Arijaan,10
Arijaanje,1
Arijaantie,1
Arijaantje,12
Arijaen,55
Arijaeneken,1
Arijaenke,1
Arijaenten,1
Arijaentie,5
Arijaentien,1
Arijaentije,1
Arijaentje,3
Arijan,3
Arijaneken,6
Arijantie,1
Arijantje,1
Arije,15
Arijen,59
Arijke,6
Arijken,5
Arika,1
Arike,46
Ariken,138
Arimathea,1
Arina,33
Arinus,1
Arioba,1
Aris,28
Arise,1
Ariske,1
Aristina,1
Aritien,2
Arius,4
Ariyaen,1
Arizella,1
Arja,1
Arjaan,127
Arjaanje,1
Arjaante,1
Arjaantie,5
Arjaantje,75
Arjaen,9
Arjaente,4
Arjaentie,1
Arjaentije,1
Arjaentje,26
Arjan,2
Arjanje,2
Arjanken,1
Arjantge,1
Arjantje,5
Arjen,13
Arjens,1
Ark,1
Arka,3
Arkelaus,1
Arladus,1
Arlette,3
Arm,3
Armand,18
Armanda,1
Armande,2
Armandine,1
Armandus,5
Armantina,1
Armantus,1
Armaud,1
Arme,4
Armelien,1
Armelindis,1
Armentia,1
Armentus,1
Armgardus,2
Armgerdina,1
Armillus,1
Armina,5
Armken,1
Armolda,1
Armoldus,1
Armpje,1
Arn,4
Arna,1
Arnaldus,1
Arnand,1
Arnardus,1
Arnaud,128
Arnaude,1
Arnaudine,2
Arnaul,1
Arnauld,23
Arnault,2
Arnaut,8
Arnd,1
Arndoldus,2
Arnest,1
Arnesta,1
Arnestina,2
Arnestus,4
Arnhout,1
Arnier,1
Arnina,1
Arnioldus,1
Arnisius,2
Arnken,1
Arnldus,3
Arnlodina,1
Arnnoldus,2
Arno,1
Arnodina,2
Arnodlus,1
Arnodus,9
Arnoed,1
Arnola,1
Arnold,390
Arnold:,1
Arnolda,4130
ArnoldaBernarda,2
Arnolde,6
Arnoldes,3
Arnoldi,114
Arnoldia,3
Arnoldie,1
Arnoldien,5
Arnoldiena,20
Arnoldij,2
Arnoldin,1
Arnoldina,1650
Arnoldinam,3
Arnoldine,9
Arnoldinna,3
Arnoldinus,4
Arnoldis,25
Arnoldius,3
Arnoldt,10
Arnoldu,1
Arnoldula,1
Arnoldum,12
Arnoldus,30082
Arnoldus?,1
Arnoldus-Jan,1
Arnolduss,1
Arnoli,1
Arnolita,1
Arnolius,1
Arnolndus,1
Arnolt,4
Arnoluds,1
Arnolus,7
Arnorda,2
Arnordi,1
Arnordina,1
Arnordus,2
Arnoria,1
Arnoud,87
Arnouda,1
Arnoudina,7
Arnoudine,1
Arnoudt,3
Arnoul,2
Arnould,26
Arnouldt,1
Arnoult,4
Arnout,136
Arnpldus,1
Arnt,3
Arnts,1
Arntt,1
Arnuijt,1
Arnulda,1
Arnuldus,3
Arnulfus,1
Arnulphus,3
Arogina,1
Aroldi,1
Aroldus,4
Aron,29
Aroon,1
Arradina,1
Arreaantje,1
Arreiaantie,4
Arreijaan,5
Arreijaantie,11
Arreijnentie,1
Arriaan,21
Arriaantie,3
Arriaantje,16
Arriaen,2
Arriaentie,1
Arriaentje,4
Arriaentjen,1
Arriantje,1
Arrie,1
Arrien,3
Arries,1
Arrigje,1
Arrije,1
Arrijs,1
Arrike,1
Arris,1
Arrnolda,1
Arrnoldina,1
Arrnoldus,3
Arroon,1
Arsebal,1
ArsŽne,2
Arsenia,2
Arsenie,1
Arsken,1
Art,59
Artes,1
Arteunis,1
Artgen,1
Arthur,96
ArthŸr,1
Arthus,1
Arti,1
Artie,5
Artien,1
Artije,1
Artijen,1
Artis,1
Artje,23
Artjen,1
Artnolda,1
Artnoldus,15
Artnordus,1
Artoldus,1
Artt,1
Artur,1
Artus,8
Artze,1
Arxke,1
Ary,27
Aryaen,3
Aryaentgen,1
Aryan,1
Aryen,26
Aryken,2
As,1
Asalina,1
Asdriaan,1
Asdriana,1
Asdrianus,2
Aseldis,1
Asenah,1
Asje,1
Askner,1
Asmot,1
ASnna,1
Asriaantje,1
Asriana,2
Asrianus,1
Asse,1
Asselia,1
Asselina,1
Assem,1
Asser,4
Assperham,1
Assueris,1
Assuerus,57
Assweerus,1
Asswerus,1
Asta,1
Aster,1
Asthon,1
Astrid,11
Asuerus,2
Aswerus,2
At,1
Atan,1
Atanasius,1
Ate,4
Athanasia,1
Athanasius,3
Athasia,1
Athonia,1
Athonij,4
Athonius,2
Atijna,1
Atnonius,1
Atoinette,1
Atonetta,2
Atonia,2
Atonie,2
Atonij,1
Atonije,1
Atonius,4
Atoon,2
Atse,1
Atte,3
Attie,1
Attje,4
Atto,1
Attonius,1
Atze,2
Aub,1
Audie,1
Audilia,2
Audsteijn,1
Audustinus,1
Aufke,1
Auganita,1
Auge,1
Augenes,1
Augenieske,1
Augenis,1
Augestienis,2
Augestinus,1
Augidius,1
Augus,1
August,320
Augusta,156
Augustaaf,1
Auguste,60
Augustha,1
Augusthunis,1
Augusti,1
Augustiana,1
Augustias,1
Augustien,3
Augustienis,1
Augustienus,2
Augustijn,16
Augustijnus,1
Augustin,31
Augustina,149
Augustine,13
Augustines,1
Augustini,2
Augustino,1
Augustins,1
Augustinua,1
Augustinus,1747
Augustnus,1
Augustus,83
Augustyn,2
Auguta,1
Auke,24
Aukje,9
Aukjen,1
Auktje,2
Aurelia,6
Aurelie,1
Aurelius,1
Aurora,1
Autje,2
Autonel,1
Ava,1
Avesoeta,12
Avesota,1
Avika,2
Avraam,1
Axdrianus,1
Axel,1
Aynneke,1
Ayse,1
Azalina,1
Azina,2
Azuerus,1
Azuwerus,1
Ba,2
Baaijken,1
Baan,1
Baard,1
Baarend,3
Baarendt,3
Baarent,9
Baarentje,1
Baart,1
Baarte,1
Baartje,3
Baas,2
Baastiaan,1
Baastjaan,1
Baatje,76
Babara,3
Babelina,1
Babetta,1
Bactio,1
Baeijcken,1
Baeijen,2
Baeijke,3
Baeijken,7
Baeijkens,2
Baeike,2
Baelbel,1
Baelter,2
Baeltie,1
Baelver,2
Baerend,3
Baerendina,1
Baerendt,1
Baerent,10
Baerentje,1
Baerentjen,1
Baernout,2
Baernt,1
Baert,1
Baertge,1
Baertie,1
Baertien,2
Baertijen,2
Baertje,1
Baertjen,5
Baertken,1
Baesbel,1
Baesjaan,1
Baesjaen,1
Baestiaen,2
Baeten,1
Baetje,4
Baetjen,3
Baetken,6
Baeyen,1
Baeyken,1
Baien,2
Baij,1
Baije,1
Baijen,3
Baijke,2
Baijken,7
Bajen,3
Balbina,3
Baldeus,1
Baldevinus,2
Baldewijn,3
Baldewina,2
Baldewinus,29
Baldina,3
Baldine,1
Baldinus,1
Baldiuni,1
Baldiwinus,1
Baldovinus,1
Baldowinus,1
Balduin,1
Balduina,10
Balduines,2
Balduini,4
Balduinini,1
Balduinis,4
Balduinus,115
Baldus,1
Balduwina,1
Balduwini,1
Balduwinus,4
Baldwinus,6
Baleke,4
Balhasar,1
Balijke,1
Ballina,1
Balsar,1
Balster,3
Balt,2
Baltasaer,2
Baltasar,40
Baltasaris,1
Baltazar,52
Baltazaris,1
Baltazarus,2
Balte,3
Balten,36
Balter,1
Baltes,7
Baltesar,5
Baltezar,1
Baltharar,1
Baltharsar,1
Balthas,1
Balthasaar,1
Balthasaer,1
Balthasar,270
Balthasara,1
Balthasarem,1
Balthasarina,1
Balthasaris,2
Balthasarus,4
Balthaser,1
Balthaserus,1
Balthazaer,1
Balthazar,265
Balthazara,3
Balthazard,1
Balthazarina,1
Balthazaris,1
Balthazarrina,1
Balthazarus,2
Balthen,3
Balthijs,1
Baltholdina,1
Baltholemeus,1
Baltholomeus,2
Balthus,22
Baltine,1
Baltis,7
Baltizar,1
Baltus,134
Baltuszar,1
Balzer,1
Bambart,1
Band,3
Bander,1
Bandt,1
Banert,1
Bannaa,1
Bant,4
Baptist,16
Baptista,7
Baptiste,6
Baptistine,1
Baptistus,1
Bar???,1
Barabara,2
Barbal,1
Barbar,18
Barbara,6504
Barb‡ra,1
Barbaraliena,1
Barbaram,1
Barbare,5
Barbarien,1
Barbarijn,1
Barbarijna,1
Barbarina,25
Barbarliena,1
Barbarra,15
Barbas,1
Barbata,1
Barbe,25
BarbŽ,1
Barbeke,1
Barbel,47
Barbela,1
Barbelke,1
Barbelken,3
Barbeltgen,1
Barbeltie,1
Barbeltje,3
Barben,1
Barber,114
Barbera,347
Barberdina,1
Barbere,1
Barberien,4
Barberijn,1
Barberina,6
Barberine,1
Barbertgen,1
Barbertjen,1
Barbo,1
Barbra,3
Barda,1
Bardien,3
Bardiena,7
Bardina,65
Bardinus,1
Bardt,2
Bardyna,1
Barelt,1
Baren,1
Barend,401
Barendien,3
Barendijn,1
Barendijna,2
Barendina,67
Barendje,4
Barendt,6
Barent,153
Barentie,2
Barentje,4
Barholemus,1
Barholomeus,5
Barinus,1
Baris,1
Barit,1
Barnabas,1
Barnadina,1
Barnard,2
Barnardina,3
Barnardine,1
Barnardus,47
Barnardyn,1
Barnasdus,1
Barnd,1
Barndiena,1
Barnet,1
Barnevelt,2
Barnhardus,2
Barnt,3
Barnum,1
Barondina,1
Baronia,1
Barra,1
Barraba,1
Barradina,1
Barrbera,1
Barri,1
Barrtholomeus,1
Barsebia,1
Bart,108
Barta,53
Bartalina,1
Bartel,424
Barteld,16
Barteldt,1
Bartele,1
Bartelema,1
Bartelemeeuwes,1
Bartelemeus,2
Bartelemeuwis,1
Bartelena,2
Bartelien,2
Barteliena,1
Bartelijna,1
Bartelin,2
Bartelina,66
Barteline,1
Bartellijne,1
Bartelmeus,4
Bartelomeus,11
Bartels,2
Bartelt,20
Barteltje,1
Barterom,2
Barth,13
Bartha,122
Barthalina,6
Barthalomeus,2
Barthel,32
Bartheld,1
Barthele,1
Bartheleme,1
Barthelemeus,3
Barthelemi,19
BarthelŽmi,1
BarthŽlemi,3
Barthelemij,4
Barthelemy,1
Barthelien,6
Barthelina,23
Bartheline,2
Barthell,1
Barthellomeus,1
Barthelmeus,1
Barthelnus,1
Barthelomaeus,1
BarthelomŽ,1
Barthelomea,7
Barthelomeus,26
Barthelomij,1
Barthelomina,1
Barthelt,1
Bartheolemeus,1
Bartheolomeus,3
Barthijn,1
Barthildis,1
Barthilia,1
Barthlomaeus,1
Barthlomeus,3
Barthol,5
Barthola,1
Barthold,8
Bartholda,3
Bartholdi,1
Bartholdus,16
Bartholemaeus,1
Bartholeme,1
Bartholemeas,1
Bartholemeius,1
Bartholemeus,25
Bartholeum,1
Bartholijna,1
Bartholina,51
Bartholmaeus,1
Bartholmeeus,2
Bartholmeus,8
Bartholmia,1
Bartholoaeus,1
Bartholoha,1
Bartholomaea,4
Bartholomaes,1
Bartholomaeu,14
Bartholomaeus,157
Bartholomano,1
Bartholomaus,12
BartholomŠus,1
Bartholome,5
BartholomŽ,10
Bartholomea,152
Bartholomee,1
BartholomŽe,2
Bartholomeeus,16
Bartholomei,13
Bartholomeijus,2
Bartholomerus,1
Bartholomeu,2
Bartholomeum,1
Bartholomeus,4026
BartholomeŸs,4
Bartholom‘us,8
Bartholomia,1
Bartholomies,1
Bartholomij,1
Bartholomina,9
Bartholomine,1
Bartholomius,1
Bartholomus,4
Bartholomuwe,1
Bartholoneus,2
Bartholt,3
Barthomaea,1
Barthomeus,9
Barthomoleus,1
Barthulphus,1
Bartie,2
Bartien,1
Bartijn,2
Bartil,1
Bartilda,1
Bartilina,1
Bartilomeus,1
Bartina,9
Bartje,25
Bartjen,3
Bartlemeus,1
Bartlomeus,1
Bartoldi,1
Bartoldus,6
Bartolemeeuis,1
Bartolemeus,7
Bartolien,1
Bartolina,11
Bartolomaeus,3
Bartolomea,2
Bartolomees,1
Bartolomeeus,3
Bartolomei,2
Bartolomeus,199
Bartolom‘us,1
Bartolomus,1
Bartram,2
Bartrom,1
Bartroni,1
Bartruid,1
Bartruijda,1
Bartruijt,2
Bartruit,1
Bartus,15
Bas,4
Baselias,1
Baselius,2
Basiaan,1
Basilia,1
Basilius,7
Basje,3
Basliana,1
Bassiaen,1
Bastaen,1
Bastara,1
Basteaan,4
Basteaen,3
Basteaentje,2
Bastean,6
Basteantje,1
Bastejaan,4
Basteld,1
Bastiaan,2608
BastiŠan,1
Bastiaana,3
Bastiaanken,1
Bastiaantgen,1
Bastiaantie,11
Bastiaantje,322
Bastiaantjen,1
Bastiaatje,1
Bastiaen,407
Bastiaenken,6
Bastiaentge,2
Bastiaentgen,7
Bastiaentgien,1
Bastiaentie,2
Bastiaentien,5
Bastiaentje,31
Bastiaentjen,5
Bastiaentken,1
Bastian,19
Bastiana,385
Bastiani,2
Bastiantje,2
Bastiantjen,1
Bastianus,108
Bastianus?,1
Bastiany,1
Bastieaantie,1
Bastieaantje,2
Bastiean,1
Bastien,20
Bastienne,1
Bastijaantje,1
Bastijaen,3
Bastijan,1
Bastina,3
Bastine,1
Bastiyaen,1
Bastjaan,8
Bastjaen,20
Bastjana,1
Bastus,1
Basuinus,1
Bate,1
Bathasar,1
Bathauria,1
Bathazar,2
Bathelomea,1
Bathilda,3
Bathildis,4
Batholomea,3
Batholomeus,42
Batiaan,1
Batiana,1
Batie,1
Batien,1
Batje,4
Bato,1
Batolomeus,1
Bator,1
Batrina,1
Batthazar,1
Batzeba,1
Baudawinus,1
Baudewijn,5
Baudewijnus,1
Baudewina,2
Baudewinus,7
Baudina,1
Baudoin,1
Baudouin,2
Bauduina,1
Bauduwinus,4
Baudwina,1
Bauke,14
Baukje,12
Baukjen,2
Baulus,1
Bautie,1
Bauwen,5
Bava,1
Bavo,8
Bavonia,1
Bazijli,2
Bazin,1
Bea,1
Beasius,1
Beat,1
Beata,5
Beate,1
Beatericxs,1
Beateries,1
Beateris,2
Beaterix,4
Beatha,1
Beatrice,7
Beatricis,1
Beatrics,1
Beatricx,9
Beatrijs,3
Beatrijsken,1
Beatrik,1
Beatriks,6
Beatrikx,1
Beatris,83
Beatrise,1
Beatrix,562
Beattericks,1
Beatus,2
Bed,6
Bedinpna,1
Bedje,4
Bedt,1
Beel,6
Beel(tje),1
Beela,4
Beelcken,1
Beeleke,1
Beeletje,1
Beelhildis,1
Beelia,1
Beelieke,1
Beelijke,1
Beelike,2
Beeliken,7
Beelke,14
Beelken,50
Beels,1
Beeltie,8
Beeltien,4
Beeltje,10
Beeltjen,6
Beeltke,1
Beene,1
Beer,1
Beerber,1
Beerbera,1
Beerdje,1
Beerend,9
Beerendina,5
Beerendt,1
Beerenhart,1
Beerent,28
Beerentie,1
Beerentje,1
Beerentjen,1
Beerke,1
Beerndina,1
Beernt,4
Beerntjen,1
Beerrebera,1
Beert,4
Beerta,1
Beertgen,1
Beerth,1
Beerthjen,1
Beertie,1
Beertien,2
Beertijen,1
Beertje,1
Beertjen,2
Beertken,2
Beertrix,1
Beertruda,1
Beeter,1
Beeth,1
Beethe,1
Beetlin,1
Beettken,1
Begga,16
Begit,1
Behera,1
Beiatriks,1
Beije,1
Beijken,4
Beijris,1
Beirent,2
Beisken,1
Beitsche,1
Beitske,2
Bejamin,1
Bejateriks,1
Bekertsen,1
Bel,4
Bela,6
Belber,1
